EDfile_name,index_events_code_start,index_events_code_end,failed/non_failed,update/non-update,id_target,id_update,bhvStat1,failed/non_failed,id_target,id_update,trial_mode,start_of_pre_cue,last_enter_to_target,cue_onset,go_signal,trial_jump,move_onset,in_periphery,end_of_hold,reward,end_of_trial
t5601ee.20.mat,33,34,1,2,8,NaN,833,2,8,NaN,86.738,87.0194,87.0376,87.6025,88.4201,NaN,88.6875,88.9215,89.3387,89.0364,89.3419,88.6785
t5601ee.20.mat,35,36,1,1,3,3,834,1,3,3,90.5173,90.7932,90.8127,91.3828,92.1176,92.1651,92.1651,92.5853,92.1651,92.7004,93.0075,92.3638
t5601ee.20.mat,37,38,1,2,2,NaN,835,2,2,NaN,94.1821,94.4638,94.9998,95.4963,96.3303,NaN,96.3804,96.7155,97.1302,96.8301,97.1329,96.4163
t5601ee.20.mat,39,40,1,2,4,NaN,836,2,4,NaN,98.3075,98.5921,98.6301,99.1275,99.9604,NaN,100.1955,100.3132,100.7314,100.4277,100.735,100.1195
t5601ee.20.mat,41,42,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,43,44,1,2,6,NaN,837,2,6,NaN,105.5017,105.7753,106.1566,106.6712,107.2876,NaN,107.5725,107.8412,108.259,107.9557,108.2623,107.5702
t5601ee.20.mat,45,46,1,1,5,2,838,1,5,2,109.4387,109.7182,110.0374,110.5345,111.2344,111.3665,111.4182,111.8708,111.3665,111.9854,112.2931,111.5185
t5601ee.20.mat,47,48,1,2,7,NaN,839,2,7,NaN,113.4682,113.7478,114.6507,115.1974,115.8307,NaN,116.3311,116.5151,116.9337,116.6305,116.9375,116.2784
t5601ee.20.mat,49,50,1,2,5,NaN,840,2,5,NaN,118.1124,118.3759,118.3948,118.9606,119.7111,NaN,120.1785,120.3132,120.7319,120.4281,120.7354,120.1126
t5601ee.20.mat,51,52,1,2,3,NaN,841,2,3,NaN,121.9108,122.1762,122.7762,123.3233,124.0077,NaN,124.2248,124.4479,124.8652,124.5613,124.8684,124.2203
t5601ee.20.mat,53,54,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,55,56,1,1,2,8,842,1,2,8,129.3979,129.6801,130.104,130.6835,131.3179,131.4167,131.6522,131.9364,131.4167,132.0519,132.3594,131.6665
t5601ee.20.mat,57,58,1,2,8,NaN,843,2,8,NaN,133.5338,133.8132,133.9348,134.514,135.165,NaN,135.5322,135.6664,136.0844,135.7814,136.0877,135.482
t5601ee.20.mat,59,60,1,2,7,NaN,844,2,7,NaN,137.2619,137.5243,137.9808,138.5614,139.2284,NaN,139.3792,139.9633,140.3804,140.0785,140.3831,139.4864
t5601ee.20.mat,61,62,1,2,3,NaN,845,2,3,NaN,141.5551,141.8345,141.868,142.4079,143.1246,NaN,143.3424,143.6617,144.0797,143.7759,144.0831,143.4329
t5601ee.20.mat,63,64,1,2,2,NaN,846,2,2,NaN,145.2577,145.5259,145.958,146.5041,147.1883,NaN,147.4556,147.6571,148.0749,147.7721,148.0786,147.4281
t5601ee.20.mat,65,66,1,1,6,5,847,1,6,5,149.2536,149.5412,149.5608,150.0849,150.8359,150.8836,151.1864,151.3379,150.8836,151.4524,151.7594,151.1399
t5601ee.20.mat,67,68,1,2,4,NaN,848,2,4,NaN,152.9332,153.2168,153.6875,154.1984,154.9319,NaN,155.1825,155.3841,155.8037,155.4994,155.807,155.1424
t5601ee.20.mat,69,70,1,2,1,NaN,849,2,1,NaN,156.9808,157.2639,157.7315,158.2778,158.9619,NaN,159.1131,159.2805,159.6989,159.396,159.7025,159.0698
t5601ee.20.mat,71,72,1,2,6,NaN,850,2,6,NaN,160.8777,161.1241,161.1488,161.6754,162.4755,NaN,162.6766,162.8784,163.2957,162.9924,163.2992,162.6394
t5601ee.20.mat,73,74,1,2,5,NaN,851,2,5,NaN,164.4743,164.754,165.3091,165.855,166.6563,NaN,166.8065,167.0411,167.4589,167.1554,167.4622,166.841
t5601ee.20.mat,75,76,0,1,3,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,77,78,1,2,4,NaN,852,2,4,NaN,171.6615,171.9436,171.9653,172.5665,173.2831,NaN,173.4843,173.7684,174.1888,173.884,174.192,173.4055
t5601ee.20.mat,79,80,1,2,2,NaN,853,2,2,NaN,175.367,175.6403,175.733,176.2305,176.9641,NaN,177.048,177.3985,177.8265,177.514,177.83,177.0295
t5601ee.20.mat,81,82,1,2,1,NaN,854,2,1,NaN,179.0049,179.2732,179.2925,179.8268,180.461,NaN,180.8287,180.9304,181.5,181.1962,181.5033,180.7298
t5601ee.20.mat,83,84,1,2,3,NaN,855,2,3,NaN,182.679,182.9617,182.9809,183.5406,184.1913,NaN,184.7591,185.0101,185.43,185.1249,185.4329,184.7866
t5601ee.20.mat,85,86,1,1,7,7,856,1,7,7,186.6073,186.8784,187.6241,188.1366,188.8545,188.9022,189.1718,189.3572,188.9022,190.9692,191.2724,189.1446
t5601ee.20.mat,87,88,1,2,7,NaN,857,2,7,NaN,192.4465,192.7262,192.9357,193.4825,194.1528,NaN,194.517,194.7032,195.1203,194.8162,195.124,194.4735
t5601ee.20.mat,89,90,1,2,6,NaN,858,2,6,NaN,196.297,196.5805,196.5992,197.1126,197.7802,NaN,198.1315,198.2835,198.8125,198.5133,198.8157,198.0886
t5601ee.20.mat,91,92,1,2,8,NaN,859,2,8,NaN,199.9902,200.2566,201.1285,201.6602,202.4436,NaN,202.5274,202.9613,203.4007,203.0764,203.4042,202.6672
t5601ee.20.mat,93,94,1,2,3,NaN,860,2,3,NaN,204.5772,204.8477,204.8667,205.4058,206.1399,NaN,206.2071,206.6076,207.0233,206.7233,207.0265,206.3918
t5601ee.20.mat,95,96,1,1,1,3,861,1,1,3,208.2,208.4729,209.0055,209.5361,210.2033,210.2855,210.621,210.7882,210.2855,210.903,211.2108,210.5621
t5601ee.20.mat,97,98,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,99,100,1,2,4,NaN,862,2,4,NaN,215.2981,215.5738,216.0335,216.5978,217.2975,NaN,217.3819,217.8328,218.2546,217.9511,218.2578,217.5838
t5601ee.20.mat,101,102,1,2,7,NaN,863,2,7,NaN,219.4338,219.721,221.3457,221.8932,222.5263,NaN,223.0271,223.2782,223.6959,223.3928,223.6994,222.9772
t5601ee.20.mat,103,104,1,2,2,NaN,864,2,2,NaN,224.8739,225.1578,225.5095,226.0388,226.7731,NaN,227.0735,227.4243,227.843,227.5393,227.8465,227.0498
t5601ee.20.mat,105,106,1,1,8,4,865,1,8,4,229.0217,229.2942,229.3316,229.8358,230.4866,230.5681,230.7043,231.1074,230.5681,231.2195,231.5256,230.7048
t5601ee.20.mat,107,108,1,2,6,NaN,866,2,6,NaN,232.6994,232.9829,233.0011,233.5329,234.2335,NaN,234.2621,234.635,235.0534,234.75,235.0566,234.2939
t5601ee.20.mat,109,110,1,2,5,NaN,867,2,5,NaN,236.2313,236.4977,236.833,237.3628,238.1636,NaN,238.2476,238.5163,238.936,238.6312,238.9387,238.2898
t5601ee.20.mat,111,112,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,113,114,1,2,3,NaN,868,2,3,NaN,242.905,243.1738,243.511,244.0088,244.6248,NaN,244.9426,245.1934,245.6108,245.3081,245.6145,244.9648
t5601ee.20.mat,115,116,1,1,4,5,869,1,4,5,246.789,247.0766,247.5232,248.0385,248.7211,248.7873,248.9729,249.3067,248.7873,250.3873,250.6949,249.0695
t5601ee.20.mat,117,118,1,2,4,NaN,870,2,4,NaN,251.8688,252.1399,252.6203,253.1666,253.8002,NaN,254.2183,254.3528,254.7713,254.4678,254.7752,254.1606
t5601ee.20.mat,119,120,1,2,7,NaN,871,2,7,NaN,255.9502,256.236,256.7003,257.1965,257.9813,NaN,258.2815,258.4493,259.7677,259.4628,259.7712,258.2495
t5601ee.20.mat,121,122,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,123,124,1,2,6,NaN,872,2,6,NaN,263.8531,264.1358,265.0099,265.5733,266.2065,NaN,266.491,266.6585,267.5954,267.2911,267.5982,266.4313
t5601ee.20.mat,125,126,1,1,8,7,873,1,8,7,268.7726,269.0611,269.456,270.0207,270.7699,270.835,271.0378,271.2745,270.835,271.4552,271.7616,270.9867
t5601ee.20.mat,127,128,1,2,8,NaN,874,2,8,NaN,272.937,273.2083,273.4563,274.0174,274.7844,NaN,274.9177,275.2348,275.6525,275.35,275.656,274.9154
t5601ee.20.mat,129,130,1,2,5,NaN,875,2,5,NaN,276.8302,277.1157,277.1352,277.6629,278.4305,NaN,278.6146,278.8971,279.3181,279.0143,279.3217,278.6599
t5601ee.20.mat,131,132,1,2,1,NaN,876,2,1,NaN,280.4975,280.7851,280.8218,281.3767,282.1277,NaN,282.1947,282.346,282.7642,282.461,282.7669,282.1357
t5601ee.20.mat,133,134,1,2,6,NaN,877,2,6,NaN,283.9416,284.2053,284.22,284.8074,285.4413,NaN,285.6584,285.9259,286.3448,286.0418,286.3481,285.6654
t5601ee.20.mat,135,136,1,1,3,5,878,1,3,5,287.5243,287.8095,288.3567,288.8877,289.655,289.7364,289.7364,290.1895,289.7364,291.2705,291.5775,289.7147
t5601ee.20.mat,137,138,1,2,7,NaN,879,2,7,NaN,292.7514,293.0325,293.2197,293.7666,294.3838,NaN,294.6692,294.9188,295.3368,295.0337,295.3402,294.6816
t5601ee.20.mat,139,140,1,2,8,NaN,880,2,8,NaN,296.5153,296.7988,296.8186,297.3805,298.1472,NaN,298.4316,298.6491,299.0666,298.7641,299.07,298.4085
t5601ee.20.mat,141,142,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.20.mat,143,144,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,1,2,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,3,4,1,1,7,6,881,1,7,6,16.3947,16.6634,16.7693,17.3162,18.0833,18.1087,18.3841,18.551,18.1087,18.6668,18.9727,18.3032
t5601ee.21.mat,5,6,1,2,1,NaN,882,2,1,NaN,20.1467,20.4233,20.7003,21.1969,21.8468,NaN,21.9144,21.9985,22.7838,22.4802,22.7873,21.7739
t5601ee.21.mat,7,8,1,2,5,NaN,883,2,5,NaN,23.9614,24.2482,24.8129,25.3092,26.0273,NaN,26.328,26.4791,26.8954,26.5933,26.8984,26.2852
t5601ee.21.mat,9,10,1,2,3,NaN,884,2,3,NaN,28.073,28.362,28.3812,28.923,29.7233,NaN,29.9912,30.1427,30.5611,30.258,30.5647,29.954
t5601ee.21.mat,11,12,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,13,14,1,1,5,1,885,1,5,1,34.697,34.9849,35.388,35.9176,36.568,36.6334,36.9695,37.1699,36.6334,37.6353,37.9416,36.9346
t5601ee.21.mat,15,16,1,2,7,NaN,886,2,7,NaN,39.1163,39.4055,39.7008,40.2148,41.0492,NaN,41.332,41.4995,41.9168,41.6144,41.9195,41.2938
t5601ee.21.mat,17,18,1,2,6,NaN,887,2,6,NaN,43.0936,43.3764,43.4132,43.9632,44.6779,NaN,44.7456,45.1136,45.5285,45.2286,45.5317,44.6462
t5601ee.21.mat,19,20,1,2,5,NaN,888,2,5,NaN,46.7051,46.9893,47.5616,48.074,48.7415,NaN,49.0755,49.3263,49.7442,49.441,49.7475,49.083
t5601ee.21.mat,21,22,1,2,4,NaN,889,2,4,NaN,50.9223,51.2002,51.6405,52.1397,52.921,NaN,53.1391,53.3223,53.7399,53.438,53.7421,53.1247
t5601ee.21.mat,23,24,0,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,25,26,1,2,3,NaN,890,2,3,NaN,57.7994,58.0713,58.2526,58.7653,59.5663,NaN,59.8172,59.9857,60.4029,60.0991,60.4063,59.8173
t5601ee.21.mat,27,28,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,29,30,1,2,8,NaN,891,2,8,NaN,64.4679,64.7422,65.1801,65.6765,66.3766,NaN,66.5614,66.811,67.2971,66.9936,67.3006,66.4865
t5601ee.21.mat,31,32,1,2,4,NaN,892,2,4,NaN,68.4758,68.7525,68.7685,69.2735,69.941,NaN,70.2912,70.4586,70.8786,70.5739,70.8818,70.2195
t5601ee.21.mat,33,34,1,1,2,4,893,1,2,4,72.0577,72.3292,72.8232,73.3865,74.1704,74.2186,74.3881,74.6728,74.2186,74.7871,75.0937,74.3685
t5601ee.21.mat,35,36,1,2,3,NaN,894,2,3,NaN,76.2676,76.548,76.953,77.45,78.2677,NaN,78.4682,78.6357,79.054,78.7507,79.0572,78.423
t5601ee.21.mat,37,38,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,39,40,1,2,7,NaN,895,2,7,NaN,83.3262,83.6043,83.9475,84.4788,85.2444,NaN,85.5957,85.763,86.1815,85.8785,86.1846,85.5488
t5601ee.21.mat,41,42,1,2,8,NaN,896,2,8,NaN,87.3595,87.6404,87.7606,88.3253,89.0428,NaN,89.3925,89.5436,89.9612,89.6584,89.9646,89.3403
t5601ee.21.mat,43,44,1,1,6,2,897,1,6,2,91.1385,91.4085,91.6083,92.1383,92.8382,92.8865,93.206,93.4068,92.8865,93.5217,93.829,93.1773
t5601ee.21.mat,45,46,1,2,2,NaN,898,2,2,NaN,95.0018,95.2705,95.2893,95.8015,96.469,NaN,96.6701,96.8704,97.2896,96.9854,97.2929,96.6345
t5601ee.21.mat,47,48,1,2,1,NaN,899,2,1,NaN,98.4696,98.7426,98.7591,99.3319,100.0156,NaN,100.1005,100.3508,100.7702,100.4662,100.7738,99.9689
t5601ee.21.mat,49,50,1,2,5,NaN,900,2,5,NaN,101.9474,102.2193,102.2546,102.8124,103.6301,NaN,103.9807,104.0808,104.503,104.1992,104.5055,103.9064
t5601ee.21.mat,51,52,1,2,8,NaN,901,2,8,NaN,105.6787,105.964,106.4292,106.9925,107.6264,NaN,107.7439,108.0452,108.5458,108.2431,108.5489,107.8265
t5601ee.21.mat,53,54,1,1,4,6,902,1,4,6,109.724,110.0066,110.0439,110.5732,111.3563,111.4553,111.7571,111.9415,111.4553,112.0568,112.3635,111.7642
t5601ee.21.mat,55,56,1,2,3,NaN,903,2,3,NaN,113.5381,113.809,114.5058,115.0188,115.8036,NaN,115.9206,116.1211,116.54,116.2368,116.5439,115.9218
t5601ee.21.mat,57,58,1,2,5,NaN,904,2,5,NaN,117.7182,118.0052,118.025,118.6167,119.4006,NaN,119.7179,119.8197,121.0537,120.7494,121.0573,119.6207
t5601ee.21.mat,59,60,1,2,7,NaN,905,2,7,NaN,122.2324,122.5177,122.9656,123.5286,124.1794,NaN,124.4978,124.665,125.1497,124.8459,125.1528,124.4546
t5601ee.21.mat,61,62,1,2,2,NaN,906,2,2,NaN,126.3276,126.608,126.6271,127.1257,127.7763,NaN,128.0273,128.3125,128.729,128.4273,128.7321,128.0807
t5601ee.21.mat,63,64,1,1,6,1,907,1,6,1,129.907,130.1563,130.1718,130.6755,131.4234,131.5557,131.7074,132.0916,131.5557,132.2068,132.5134,131.6785
t5601ee.21.mat,65,66,1,2,6,NaN,908,2,6,NaN,133.6901,133.9731,134.0074,134.4866,135.1204,NaN,135.4213,135.6066,136.0252,135.7212,136.0286,135.3786
t5601ee.21.mat,67,68,1,2,1,NaN,909,2,1,NaN,137.2009,137.4843,137.8368,138.3498,139.0208,NaN,139.4677,139.5686,140.6203,140.3176,140.6236,139.4058
t5601ee.21.mat,69,70,1,2,4,NaN,910,2,4,NaN,141.799,142.082,142.1015,142.6964,143.3297,NaN,143.7308,143.8656,144.2841,143.9804,144.2873,143.6494
t5601ee.21.mat,71,72,1,2,8,NaN,911,2,8,NaN,145.461,145.7423,146.2966,146.826,147.5768,NaN,147.7277,148.0949,148.5147,148.2101,148.5183,147.679
t5601ee.21.mat,73,74,1,1,3,5,912,1,3,5,149.694,149.9764,150.0279,150.5734,151.3232,151.4564,151.7414,152.092,151.4564,153.2064,153.513,151.7674
t5601ee.21.mat,75,76,1,2,1,NaN,913,2,1,NaN,154.6896,154.9669,155.3556,155.9354,156.6704,NaN,156.8204,156.9886,157.4054,157.1028,157.4084,156.7604
t5601ee.21.mat,77,78,1,2,6,NaN,914,2,6,NaN,158.5805,158.852,158.8918,159.4331,160.2492,NaN,160.4516,160.6845,161.8659,161.5663,161.8694,160.4281
t5601ee.21.mat,79,80,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,81,82,1,2,3,NaN,915,2,3,NaN,166.1889,166.4586,166.7294,167.2599,167.9768,NaN,168.0435,168.2445,168.6637,168.36,168.667,167.9669
t5601ee.21.mat,83,84,1,1,4,8,916,1,4,8,169.8421,170.1282,171.1091,171.673,172.5059,172.6548,172.7912,172.9088,172.6548,173.6563,173.9842,172.696
t5601ee.21.mat,85,86,1,2,4,NaN,917,2,4,NaN,175.1581,175.4344,175.8439,176.3374,177.0357,NaN,177.104,177.5538,177.9751,177.6696,177.9782,177.3034
t5601ee.21.mat,87,88,1,2,7,NaN,918,2,7,NaN,179.1526,179.4278,179.7685,180.3164,180.9991,NaN,181.3005,181.6181,182.038,181.7331,182.0412,181.2784
t5601ee.21.mat,89,90,1,2,2,NaN,919,2,2,NaN,183.2172,183.4818,183.6656,184.162,184.9134,NaN,184.9427,185.2805,185.7002,185.3963,185.7034,185.041
t5601ee.21.mat,91,92,1,2,4,NaN,920,2,4,NaN,186.879,187.1596,187.2294,187.7595,188.4764,NaN,188.5605,188.7355,189.1503,188.8468,189.1537,188.5415
t5601ee.21.mat,93,94,1,1,1,2,921,1,1,2,190.3293,190.6083,190.6273,191.1903,191.9072,192.0222,192.1246,192.3638,192.0222,192.7738,193.0808,192.0693
t5601ee.21.mat,95,96,1,2,6,NaN,922,2,6,NaN,194.2556,194.5302,194.9228,195.5046,196.1905,NaN,196.5877,196.7378,197.1564,196.8535,197.1598,196.5286
t5601ee.21.mat,97,98,0,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,99,100,1,2,1,NaN,923,2,1,NaN,201.4987,201.7804,202.1009,202.6654,203.4143,NaN,203.6155,204.1318,204.8011,204.4975,204.8045,203.8144
t5601ee.21.mat,101,102,1,2,5,NaN,924,2,5,NaN,205.9782,206.2554,206.2742,206.8102,207.6107,NaN,207.8781,208.0958,208.5151,208.2109,208.5189,207.8802
t5601ee.21.mat,103,104,1,1,8,8,925,1,8,8,209.6943,209.9709,210.5436,211.0914,211.7743,211.9226,212.1582,212.3922,211.9226,212.5111,212.8141,212.1284
t5601ee.21.mat,105,106,1,2,3,NaN,926,2,3,NaN,213.9845,214.2665,214.7065,215.288,215.9703,NaN,216.2212,216.4409,216.8547,216.5539,216.8582,216.211
t5601ee.21.mat,107,108,1,2,2,NaN,927,2,2,NaN,218.0327,218.3075,218.3271,218.8839,219.568,NaN,220.0016,220.1193,220.5381,220.2345,220.5414,219.9379
t5601ee.21.mat,109,110,1,2,8,NaN,928,2,8,NaN,221.7163,222.0024,222.0222,222.5642,223.2657,NaN,223.3662,223.6003,224.0224,223.7187,224.0257,223.3362
t5601ee.21.mat,111,112,1,2,5,NaN,929,2,5,NaN,225.2008,225.4722,231.3265,231.8733,232.5904,NaN,232.7741,233.075,233.4919,233.1904,233.4953,232.8203
t5601ee.21.mat,113,114,1,1,5,8,930,1,5,8,234.669,234.959,234.9776,235.4712,236.2551,236.4021,236.4275,237.0555,236.4021,237.1705,237.4756,236.5012
t5601ee.21.mat,115,116,1,2,3,NaN,931,2,3,NaN,238.6509,238.9335,239.6858,240.2492,241.0837,NaN,241.1337,241.5012,241.9213,241.6166,241.9247,241.2782
t5601ee.21.mat,117,118,1,2,4,NaN,932,2,4,NaN,243.1,243.3766,243.3925,243.981,244.6967,NaN,245.0311,245.1832,245.6002,245.2979,245.6034,244.963
t5601ee.21.mat,119,120,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.21.mat,121,122,1,2,2,NaN,933,2,2,NaN,249.7047,249.9785,249.9996,250.5575,251.3247,NaN,251.6758,251.8596,252.2774,251.9749,252.2805,251.6235
t5601ee.21.mat,123,124,1,1,2,3,934,1,2,3,253.4549,253.7046,254.0247,254.6045,255.4226,255.5366,255.6722,256.0242,255.5366,256.138,256.4439,255.6475
t5601ee.21.mat,125,126,1,2,8,NaN,935,2,8,NaN,257.6189,257.8759,257.9111,258.4011,259.0523,NaN,259.1698,259.5222,259.961,259.637,259.9644,259.2791
t5601ee.21.mat,127,128,1,2,7,NaN,936,2,7,NaN,261.1394,261.4223,261.6845,262.1826,263.015,NaN,263.1833,263.5336,264.8354,264.5316,264.8386,263.2246
t5601ee.21.mat,129,130,1,2,6,NaN,937,2,6,NaN,266.0139,266.2989,266.3349,266.8275,267.563,NaN,267.7792,268.0146,268.4322,268.1291,268.4358,267.7905
t5601ee.21.mat,131,132,1,2,8,NaN,938,2,8,NaN,269.6105,269.8829,269.9013,270.4413,271.2417,NaN,271.4093,271.6438,272.062,271.7581,272.0657,271.3813
t5601ee.21.mat,133,134,1,1,7,1,939,1,7,1,273.2415,273.5282,273.858,274.4051,275.2219,275.3539,275.5898,275.857,275.3539,275.9717,276.2789,275.5351
t5601ee.21.mat,135,136,1,2,3,NaN,940,2,3,NaN,277.4549,277.7418,277.7605,278.3346,279.069,NaN,279.32,279.5369,279.9558,279.6523,279.9596,279.3406
t5601ee.21.mat,137,138,1,2,7,NaN,941,2,7,NaN,281.1339,281.4152,281.4351,281.9487,282.6156,NaN,282.9333,283.2179,283.636,283.3322,283.6393,282.9257
t5601ee.22.mat,1,2,1,2,6,NaN,942,2,6,NaN,12.0028,12.2874,13.0715,13.5689,14.2202,NaN,14.5875,14.7541,15.1723,14.8692,15.1756,14.5509
t5601ee.22.mat,3,4,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,5,6,1,2,4,NaN,943,2,4,NaN,19.6951,19.9778,20.0155,20.5468,21.2131,NaN,21.5306,21.6658,22.084,21.7801,22.0875,21.4718
t5601ee.22.mat,7,8,1,2,2,NaN,944,2,2,NaN,23.2628,23.5472,23.5665,24.1264,24.8098,NaN,24.9448,25.1282,25.5477,25.2442,25.551,24.9104
t5601ee.22.mat,9,10,1,1,1,2,945,1,1,2,26.7248,27.0081,27.0275,27.5247,28.2908,28.3391,28.6418,28.7605,28.3391,28.8738,29.1806,28.5817
t5601ee.22.mat,11,12,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,13,14,1,2,4,NaN,946,2,4,NaN,33.6843,33.9433,34.3383,34.8518,35.5847,NaN,35.9024,36.053,36.4716,36.1685,36.4753,35.8228
t5601ee.22.mat,15,16,1,2,5,NaN,947,2,5,NaN,37.6488,37.9229,38.1513,38.7311,39.5321,NaN,39.6823,39.8527,41.1677,40.8643,41.1712,39.6431
t5601ee.22.mat,17,18,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,19,20,1,1,2,2,948,1,2,2,45.2924,45.5767,46.029,46.5906,47.3748,47.3998,47.5928,47.7935,47.3998,47.9083,48.2166,47.5756
t5601ee.22.mat,21,22,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,23,24,1,2,6,NaN,949,2,6,NaN,53.1834,53.4648,56.24,56.7667,57.5497,NaN,NaN,NaN,58.5039,58.2001,58.5073,NaN
t5601ee.22.mat,25,26,1,2,7,NaN,950,2,7,NaN,59.6815,59.942,60.4011,60.9809,61.7965,NaN,62.2302,62.3481,62.7653,62.4633,62.7667,62.1699
t5601ee.22.mat,27,28,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,29,30,1,1,7,2,951,1,7,2,72.7913,73.0772,73.8551,74.4182,75.152,75.3013,75.6197,75.8374,75.3013,76.3859,76.6938,75.6062
t5601ee.22.mat,31,32,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,33,34,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,35,36,1,2,6,NaN,952,2,6,NaN,86.1397,86.4202,87.0277,87.558,88.1752,NaN,88.293,89.2097,89.6254,89.3249,89.6268,88.888
t5601ee.22.mat,37,38,1,2,2,NaN,953,2,2,NaN,90.7924,91.0758,91.5908,92.1036,92.8708,NaN,94.9203,95.121,95.5405,95.2363,95.5439,92.5436
t5601ee.22.mat,39,40,0,1,4,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,41,42,0,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.22.mat,43,44,1,2,3,NaN,954,2,3,NaN,106.1867,106.4717,106.9444,107.4914,108.1924,NaN,108.6759,108.8281,109.2498,108.9456,109.2529,108.6214
t5601ee.22.mat,45,46,1,2,4,NaN,955,2,4,NaN,110.4276,110.7108,110.7297,111.2878,111.9054,NaN,112.3564,112.4576,112.8957,112.5724,112.8991,112.2678
t5601ee.22.mat,47,48,1,2,8,NaN,956,2,8,NaN,114.074,114.3579,115.0703,115.6518,116.3684,NaN,116.7702,116.9546,117.3731,117.0699,117.3766,116.7408
t5601ee.22.mat,49,50,1,1,8,4,957,1,8,4,118.5517,118.8404,118.9024,119.4476,120.0654,120.1643,120.3828,120.6849,120.1643,120.7985,121.105,120.3456
t5601ee.22.mat,51,52,1,2,5,NaN,958,2,5,NaN,122.279,122.5623,123.0982,123.6625,124.2951,NaN,124.6794,124.8301,125.2483,124.9451,125.2523,124.5985
